,mod
6885,P1
6886,Smarty_II
6887,X1 mini
6888,PMT3797_3G
6889,FS8026
6890,GET ONE
6891,Acer One 7 4G
6892,Haier_A40
6893,Mione Mix9 Pro
6894,HUAWEI G525-U00
6895,BLADE A521
6896,EVERCOSS A74A
6897,Micromax Q371
6898,SM-G611F
6899,SH-04F
6900,star_plus_plus
6901,Ursus NS470
6902,SM-T357T
6903,5085I
6904,IMO S89
6905,A34
6906,Nitro_5R
6907,HTC One E9 dual sim
6908,S303
6909,F506
6910,LINQ L10
6911,X5max
6912,U7 Plus
6913,PSP3528DUO
6914,verykools5528Jr
6915,Kiona
6916,HTC Desire 320
6917,Lenovo S810t
6918,M733W
6919,SM-T590
6920,D7
6921,K89
6922,DMTAB-IN08A
6923,Lenovo X2-EU
6924,L-06D
6925,UltraJ8
6926,Le Lift
6927,B1-730
6928,A10_Plus
6929,Ilium L620
6930,itel it1505
6931,E6810
6932,ZTE B2016
6933,Smart 701
6934,MyPad 2
6935,Onyx-3
6936,SM-S357BL
6937,ELUGA Note
6938,Fusion F1
6939,L52F
6940,UItra 4
6941,INTENSE Allure
6942,ONE_TOUCH_PIXI3D
6943,SAMSUNG-SGH-I337Z
6944,Plane 1713T 3G PT1138MG
6945,5085B
6946,Hisense F17 Pro
6947,vivo 1819
6948,Lenovo YT3-X50M
6949,QMobile Q Infinity E
6950,Fly_IQ442
6951,SM-G130BU
6952,GN5001S
6953,Nomi_C070010
6954,Comio X1 Note
6955,Top_P9
6956,U8836D
6957,QMobile Z8
6958,SP402
6959,OMEGA HD 3S
6960,GloryG1000
6961,Elite Go
6962,T1X Pro
6963,VIVO GO
6964,PSP5453DUO
6965,LINX ATOM 3G LT4049PG
6966,PadFone T00C
6967,ONE TOUCH 4015A
6968,Nomi i5011
6969,S60 Lite
6970,BLADE E01
6971,P1S
6972,A9 Pro
6973,62S
6974,iris X1
6975,Lenovo K320t
6976,PLK-UL00
6977,i-mobile IQ X3
6978,A580+
6979,AS-10
6980,X55
6981,MY806
6982,M500-1
6983,V503418
6984,ECHO JAVA
6985,SGP321
6986,PSP3468DUO
6987,Royal R5
6988,X10S
6989,Life One X
6990,Symphony Xplorer W70Q
6991,myA15
6992,HTC Desire V
6993,Z250
6994,LG-MS770
6995,DATSUN_D5500
6996,Coolpad 8720L
6997,SM-P905V
6998,IM9
6999,SM-T311
7000,SM-J320N0
7001,ZTE LEO Q1
7002,XOLO One HD
7003,PMT3718_3G
7004,SM-N920A
7005,9030
7006,NC Poseidon
7007,vivo 1815
7008,T5-A
7009,Ginzzu GT-8110
7010,A8+
7011,ASUS_X015D
7012,Astro_5N_LTE
7013,TM-4082R/X-driver
7014,BQ-5201
7015,Tecno A2800
7016,Nomi_i4500
7017,K21
7018,LM-X410.F
7019,M21s
7020,W3430
7021,Treelogic Brevis 714DC 3G
7022,SO-03H
7023,B1-723
7024,IVO V5
7025,Aqua Lite
7026,Venture V12
7027,GSmart Roma R2
7028,Omega Lite 3s
7029,SAMSUNG-SM-G900AZ
7030,Era 2X 3GB
7031,VFD 720
7032,H7
7033,SHV-E230K
7034,pixus hit 2
7035,Light A103
7036,HTC_A9u
7037,HUAWEI G7-L03
7038,Flare_X_V2
7039,Z2_PRO
7040,Infinity 1
7041,X450
7042,MT-6
7043,SM-G350
7044,BQ-5340
7045,T1J+
7046,BQru-5201
7047,Acer Chromebook R11 (CB5-132T / C738T / CB3-132)
7048,TB-8704V
7049,FRD-L04
7050,M706A
7051,PSP5520DUO
7052,OKWU SIGMA
7053,G3123
7054,X-TIGI_V1
7055,meizu C9
7056,FRD-AL00
7057,Micromax Q324
7058,Aqua Turbo 4G
7059,TECNO S3
7060,Omega
7061,CX100
7062,CINEMAX_INFINITY
7063,Elf_S8
7064,Forme R7
7065,Lens DC1
7066,InFocus M350
7067,Inco Flex 2S
7068,super 11
7069,T12V 3G
7070,LGL163BL
7071,M5 Pro
7072,LS032I
7073,SGPT12
7074,LG-P714
7075,MediaPad 7 Youth
7076,LGLS751
7077,Navtech K99
7078,Energy Pro Jewel
7079,Micromax Q4002
7080,A35K 4GB
7081,SO-01J
7082,MiniC10
7083,Impress_Forest
7084,DUB-LX1
7085,D5303
7086,LUNA V55
7087,S6S4IN3G
7088,Itell K3300
7089,MO-01J
7090,QMobile i6 Metal 2018
7091,SSB504R
7092,U503
7093,ASUS Transformer Pad TF300T
7094,SGH-N075T
7095,GT-I9210T
7096,E6603
7097,MI 5C
7098,FUN 4 2018
7099,i55C
7100,SM-G965N
7101,LINX A500 3G LS5101MG
7102,SM-G313U
7103,CUBOT_NOVA
7104,PMT3087_3G
7105,ASUS ZenUI
7106,Flare_Lite_2
7107,ZTE V811W
7108,e-tab4
7109,SM-G710K
7110,Micromax A177
7111,PMT1177_4G
7112,D2105
7113,V96
7114,Beeline Smart Dual
7115,JS 700
7116,MITO A18
7117,Be Touch 2
7118,itel P13 Plus
7119,IRS005-16
7120,CX940
7121,M7-3G QUAD CORE
7122,Hisense T965
7123,LM-X210APM
7124,AT7E
7125,HTC Desire 12
7126,Philips X818
7127,HTC 2PZM3
7128,"Ixion X LTE 4.5"""
7129,F7
7130,ANDY_35EI
7131,Ultra Charm
7132,A463BG
7133,MITO_A260
7134,D5788
7135,A536
7136,itel S11 Pro
7137,8068
7138,Ilium L920
7139,Redmi Go
7140,770N
7141,Cyrus Chat T2017
7142,ES750
7143,Impress_Fire
7144,Hisense C20
7145,HUAWEI Y625-U13
7146,Wallet
7147,Z40
7148,GT-S7392L
7149,GT-I9502
7150,BQ-5033
7151,JY-G4C
7152,TB717G
7153,IRON
7154,Action-X3
7155,Basco L3
7156,VOX 4s
7157,HTC 9060
7158,EverStar Q40
7159,HUAWEI Y360-U03
7160,SM-J400G
7161,BLADE V8Q
7162,LA2-S
7163,ZA977
7164,QMobile_LT600_PRO
7165,E380
7166,mobiistar C1 Shine
7167,Allwinner A10
7168,IQ4404
7169,I505
7170,HTC Desire 326G dual sim
7171,LG-E440
7172,GM 5
7173,BL250
7174,Prime P2 note
7175,FS554
7176,vernee_M5
7177,GT-T140
7178,DP8D
7179,TECNO L6
7180,TECNO W3 Pro
7181,Lenovo A858
7182,5033O
7183,mq1025
7184,W2
7185,JSN-L22
7186,Q3000
7187,A33E
7188,Q8H
7189,Mi531
7190,GOME 2017X82A
7191,U60
7192,Ixion M850
7193,Coolpad 3310A
7194,E58
7195,ZTE T220
7196,HS-L671 Sy6 MoD
7197,Xperia H870
7198,LM-X220PM
7199,E500
7200,LG-F800S
7201,TECNO-M3
7202,TFX714L
7203,SM-G6100
7204,Q10+
7205,SGH-I317M
7206,SM-G611M
7207,Stark K1
7208,GT-I9305T
7209,AU602
7210,AG5
7211,HTC Desire L dual sim
7212,Auxus PRIME
7213,Xperia Z5
7214,SM-G160N
7215,VOX S509 3G VS5032PG
7216,LG-F500K
7217,LG-E455f
7218,SM-G130BT
7219,aeon6750_65_n
7220,LG-AS330
7221,LETAB722
7222,Panasonic ELUGA I
7223,Ursus TS210
7224,DUKE6 Plus
7225,Infinix X624B
7226,P8
7227,BQ-5211
7228,W701
7229,iball 3GQ27
7230,V4S
7231,Hashtag
7232,LG-D227
7233,Q77
7234,M580
7235,JS 300
7236,vivo S7i(t)
7237,GT-S6313T
7238,SM-A9 Star
7239,ALCATEL ONE TOUCH 5036X
7240,BV4000Pro-RU
7241,HS-U929
7242,Alcatel_5059R
7243,Maxtron V15
7244,5052D_RU
7245,5026J
7246,Lenovo A5500-F
7247,SM-G900L
7248,MN4A2ZP/A
7249,A3_4G
7250,GT-N8013
7251,X7+
7252,SC010
7253,HUAWEI VNS-AL00
7254,HS-L695
7255,X210
7256,M4
7257,V9820
7258,SAMSUNG-SM-G930AZ
7259,i5030
7260,S07
7261,G620S-L03
7262,Prime L
7263,Haier T52P
7264,Note9
7265,A11 pro
7266,S5LS
7267,G253
7268,DIG-L21
7269,SELFIX_ES732_EXPERIUS
7270,Lenovo YT3-850M
7271,MI 8 SE
7272,Aura 4G
7273,PSP3
7274,S440
7275,GEN6010
7276,NOTE 5
7277,MX_Base
7278,SHV-E250L
7279,Avvio 750
7280,FRIO
7281,T705
7282,SMART 4G Speedy 4.0 Plus
7283,LenovoA3300-H
7284,SM-T385L
7285,x600
7286,Studio J8 LTE
7287,PAP3501DUO
7288,4035D
7289,One Pro
7290,304SH
7291,GT-S5312
7292,NUU_A1
7293,SC-05G
7294,IM-A900L
7295,SGH-M819N
7296,302U
7297,SM-J737A
7298,Primo EF4+
7299,Redmi 7
7300,HUAWEI
7301,SM-T719Y
7302,Micromax Q409A
7303,CPH1851
7304,M4 SS1060
7305,Titanium K9 Smart
7306,HIMAX POLYMER
7307,Ixion X150
7308,Masstel M421
7309,ZTE T221
7310,TX15
7311,CM10
7312,M713
7313,GT-S7568I
7314,HUAWEI TIT-L01
7315,Hyundai E500
7316,6016A
7317,X2_Soul_Xtreme
7318,Y635-L02
7319,GT-I8260
7320,IMO Discovery II
7321,LG-P970
7322,Micromax A190
7323,RCT6S03W12
7324,QMobile X11
7325,Wiz
7326,E1 Selfie
7327,LM-V405
7328,SM-S978L
7329,PMT1177_3G
7330,N9600
7331,TECNO KB2j
7332,TECNO KA7O
7333,Griffe T5
7334,LINX A501 4G LT5010PL
7335,STUDIO6_0HD
7336,Samsung G965F
7337,M-PPxG410
7338,LG-D690n
7339,SM-A105F
7340,Aqua_Eco_4G
7341,SUPRA M727G
7342,LG-E615
7343,Venus E3
7344,SmartPRO
7345,HTC Desire 512
7346,T20
7347,Nokia 2 V
7348,Y7
7349,K350t
7350,Z42_NOVA
7351,i3s
7352,SM-G313MU
7353,Micromax A37
7354,WinDroid7GGGD
7355,INTEX AQUA 7
7356,Eon53i
7357,P8 PRO
7358,ADVAN T1J
7359,Flair E2
7360,Q55
7361,QMobile W20
7362,HT28
7363,MIUI_OS
7364,Micromax Q379
7365,Elite 3
7366,Studio G3
7367,Me 3
7368,ST26i
7369,GSmart_Classic
7370,TM-5505
7371,RMX1825
7372,LOGIC L5S
7373,CUN-TL00
7374,HTC One X+
7375,Mars 1
7376,BP268
7377,LM-V350
7378,SM-J530K
7379,SM-J500Y
7380,SOL23
7381,QMV7A
7382,LT22i
7383,QMobile X900
7384,MRD-LX1F
7385,S18
7386,CUBOT R9
7387,Optima 1026N 3G TT1192PG
7388,BQ-5008L
7389,ELUGA Ray 530
7390,TECNO B1
7391,KFARWI
7392,G3
7393,E90
7394,HTC U11 life
7395,QMobile X2
7396,5065D
7397,ONYX
7398,Samsung S7818
7399,Meizu M6s
7400,F605
7401,PAP5450DUO
7402,SM-M105F
7403,LG-F400K
7404,A680
7405,S45A
7406,Avvio L600
7407,Lenovo TAB 2 A7-30GC
7408,Benefit_S402
7409,HTC_U-1u
7410,Air_A9_Mini
7411,E1C Pro
7412,CPH1969
7413,Air A9 4G
7414,Smart_Light
7415,i8+
7416,MITO A310
7417,BLN-TL10
7418,PSP5551DUO
7419,Konnect402
7420,TZ165
7421,V28
7422,MO-01K
7423,SM-T530NN
7424,ASUS_X00TDB
7425,Micromax Q4204
7426,Pouvior 2
7427,A570BL
7428,Lenovo A338t
7429,Lenovo TAB 2 A10-70L
7430,TECNO CF7
7431,vivo 1820
7432,IO
7433,SM-A505FN
7434,ALP-L29
7435,Optimus L9
7436,M579
7437,AX1073+
7438,Oysters T72X 3G
7439,A500CG
7440,C239
7441,U FEEL ECOM
7442,K10000
7443,M-PPxS7P
7444,GT-P3113
7445,HYUNDAI_Seoul
7446,PMP7079D3G_QUAD
7447,Numy 3G P97
7448,C7 Plus
7449,BL5000
7450,U107
7451,GT-S7272C
7452,Sun
7453,TZ781
7454,LG-E435f
7455,CPH1909
7456,TECNO N5
7457,Luxury Alpha
7458,Vivo XI+
7459,V12
7460,R1 HD
7461,P360X
7462,Jazz J1
7463,MS40
7464,KAZAM Trooper 455
7465,JOY JD5546G
7466,Karbonn K9 Smart
7467,W1452
7468,Impress_Calypso
7469,PLAY Club
7470,ZTE Blade V6 Plus
7471,RCT6603W87M7
7472,Go Connect Lite 2
7473,DW-UBT7DC*
7474,A54B
7475,N8000
7476,Philips S257
7477,6036Y
7478,LG-D631
7479,5058I_RU
7480,U613
7481,Z4
7482,Y1
7483,HT37
7484,TZ862
7485,CPH1707
7486,FTE161E
7487,716s
7488,LG-D125
7489,Quantum You 2
7490,H4213
7491,LEM8
7492,SM-G925A
7493,Smart2
7494,Mistico 4G
7495,Andi4H_Tiger+
7496,DM-01H
7497,C552
7498,Aqua 3G N
7499,BV9000Pro-F
7500,Z15
7501,T805S
7502,E39
7503,C-702
7504,SGH-T399
7505,ORVIT
7506,Primo_D7
7507,Viaan V401
7508,C10 Plus
7509,ZTE BLADE V7
7510,Flare J3s
7511,Aqua Y2
7512,8082
7513,iris400Q
7514,NX510J
7515,M655
7516,Opus S3
7517,L-EMENT501
7518,SM-G925K
7519,4009I
7520,U70
7521,YUHO_O1_LITE
7522,TZ176
7523,LG-E410
7524,Andi5M Xotic 2GB
7525,Coolpad E501
7526,baoxue
7527,JSP Q65
7528,Pryme 01
7529,IMO S2
7530,MS50X
7531,ILIUM S130
7532,ZTE BLADE A6
7533,myT3 DTV
7534,SSB-508E
7535,SHV-E120K
7536,ZTE T230
7537,Revel 3G
7538,ASUS Chromebook C202SA
7539,M760
7540,G65
7541,MAX_1
7542,SM-N915K
7543,ETAB_M7023G_VP2
7544,ASUS_Z01KDA
7545,SM-G615FU
7546,Infinix HOT4 LTE
7547,Tune Z2
7548,itel A16 Plus
7549,Nokia 5.1 Plus
7550,itel A44 Power
7551,TRENDY PLUS
7552,EG680
7553,FLIX
7554,iQW503
7555,SM-T715Y
7556,Lenovo A858t
7557,A3-A10
7558,MyPhone Agua Infinity
7559,Mint M346
7560,NETWORK
7561,BLOCK GO
7562,iris X9
7563,EML-AL00
7564,SM-J510L
7565,ZTE Blade A452
7566,ZTE BLADE A610C
7567,iris X8s
7568,L93
7569,Pacific4G
7570,TZ737
7571,SM-T805
7572,MYPAD10
7573,QMobile i9
7574,C11_Pro
7575,X557
7576,C5 Plus
7577,D2004
7578,Hyundai Aero
7579,SM-A105G
7580,SM-A6050
7581,Lenovo TB-7104F
7582,iris512
7583,ZTE Blade C370
7584,SM-A6
7585,SM-S902L
7586,SM-T713
7587,QMobile X500
7588,SM-G970U
7589,POLYTRON 4G500
7590,SOL22
7591,FLARE J1 PLUS
7592,201F
7593,ASUS_X013DC
7594,iris503
7595,SHV-E170K
7596,Panasonic T40
7597,V504630
7598,KJ_OB03
7599,LS-4002
7600,QMobile i5i
7601,T1R
7602,T54
7603,s4800
7604,INOI_3_POWER
7605,i8 Rs
7606,SHV-E160K
7607,Q620
7608,RS988
7609,QMobile X30
7610,SM-J810M
7611,HTC Desire 626GPLUS dual sim
7612,LML211BL
7613,Y8
7614,SM-A205F
7615,a4
7616,SM-G750H
7617,F6003
7618,verykools5205
7619,vivo X5Pro D
7620,G10
7621,Touchy+Vibe
7622,Cell_C_Fame
7623,GT-I9105
7624,d-01G
7625,Tab1
7626,Mi Mix
7627,myX9
7628,Lenovo A328t
7629,Primo GF3
7630,M1092Rv4
7631,NX403A
7632,SAMSUNG-SM-J727AZ
7633,LG-E415f
7634,T1S
7635,QTAXIA1
7636,Luna
7637,R831
7638,SM-A7100
7639,HUAWEI Y300-0100
7640,Easy_XL
7641,QTAQZ3KID
7642,sweet45
7643,YOUNG Y36+
7644,M4_B2
7645,TABS6
7646,SM-G935S
7647,itel A45
7648,HM NOTE 1LTEW
7649,Impress_Zeon3G
7650,MITO A75
7651,HTC Butterfly
7652,Ridge 4G-Fever
7653,X_TIGI_JOY7_TV
7654,Z41Aire
7655,5501
7656,Xperia XZs
7657,Panasonic ELUGA S
7658,AL00
7659,X425 Shavit
7660,4009X
7661,Aqua
7662,Elite Max
7663,AG6
7664,Lenovo A3500-H
7665,Lenovo S920
7666,R8106
7667,Colors P50 Plus
7668,GT-S7275B
7669,Lenovo A800
7670,itel it1655
7671,SM-G360GY
7672,B5s
7673,Q4T8IN
7674,myA9 DTV
7675,F5003
7676,X_TIGI_Photo P20
7677,Thrill Lite
7678,Foto3
7679,MD210
7680,GT-S6790L
7681,LG-AS110
7682,GT-I8530
7683,Z50Q Star
7684,MITO A50
7685,Andi5K Sparkle
7686,SM-A8000
7687,SM-A750G
7688,C15100m
7689,JAT-LX1
7690,Micromax A110Q
7691,SM-G9700
7692,Z500
7693,TGW102L
7694,One_Mundial
7695,LGL61AL
7696,POLYTRON_4G502
7697,LG-D801
7698,Cloud_Cube
7699,S502
7700,Z3 Play
7701,Panasonic P110
7702,Thrill Power
7703,S5X+
7704,Zera S
7705,AVANCE classic
7706,Ixion EL150
7707,vivo X3t
7708,Lenovo A526
7709,SCH-I200PP
7710,R8006
7711,G12
7712,CPH1893
7713,Infinix X626
7714,KIS C341
7715,Alfa 4
7716,EKO Omega Q47
7717,N9Pro
7718,ACCESSGO A4E
7719,5051M
7720,SM-J7108
7721,PLAY4
7722,Intex Aqua 4.5E
7723,AP-755G
7724,PS1043MG
7725,SCV38
7726,UP Sense
7727,TECNO SA6
7728,A180
7729,BNTV460
7730,ASUS_Z012DB
7731,Z50_Pro
7732,B145
7733,A74F
7734,iris60c
7735,L8401
7736,verykools5034
7737,X120C
7738,ZTE T311
7739,C131
7740,S4H
7741,YOGA Tablet 2-830L
7742,G13
7743,HTC Desire 526G
7744,SM-N910R4
7745,T1 Plus
7746,Kogan Agora 6Plus
7747,A26C
7748,SPH-D710VMUB
7749,NTDM-3000 3G
7750,Vivax SMART Point X5010
7751,POLYTRON R2501
7752,QMobile T200
7753,ZB633KL
7754,WIAM_33
7755,Y613
7756,ZL10
7757,vivo 1902
7758,M6 mini
7759,BAH2-W19
7760,IrisPad G8010
7761,HUAWEI TAG-TL00
7762,Fire2 Air LTE
7763,A25
7764,Y85
7765,V570_BIG_BEN
7766,AP-705
7767,BQS-4570
7768,VISTA
7769,M-PPxG5M
7770,VTEL X1
7771,Wieppo S6 Lite
7772,Q7S5IN4G
7773,ZTE BLADE V0920
7774,SM-T387V
7775,GL07S
7776,Tele2_Maxi_Plus
7777,A2018
7778,Studio J8M
7779,Lenovo A880
7780,GT-I9082C
7781,DEXP Ursus 8EV
7782,C101010 Ultra2
7783,QMobile A1
7784,vivo Y613
7785,Armor
7786,Vivo XL2
7787,Simplepad
7788,Safari
7789,BQ-4501G
7790,SM-T217T
7791,Desire 626s
7792,TECNO KB3
7793,M BOT TAB 100
7794,SM-G5308W
7795,MyPhone Rio 2 Craze
7796,Speed
7797,SM-J8
7798,AT7H +
7799,i1 Mini
7800,Nomi_C101040
7801,Easy_S_Pro
7802,5034D
7803,L4
7804,OK-LS2
7805,PlusIC
7806,LG-D685
7807,MI 2S
7808,MITO T8
7809,J7+
7810,H21+
7811,E7mini
7812,SM-J800FN
7813,V5 PLUS
7814,EVERCOSS A7R
7815,Live
7816,LGMS323
7817,YU5014
7818,8500 Super
7819,HUAWEI LYO-L02
7820,S35G
7821,TECNO-M6S
7822,D6502
7823,E2053
7824,TECNO KB2
7825,TZ716
7826,PLE-701L
7827,SM-G7108V
7828,LM-X410S
7829,Meizu M8c
7830,SM-J260AZ
7831,A53
7832,Ursus KX370
7833,LG-E455
7834,Flare_S3_Power
7835,Tablet_DL_2810
7836,ML-CH-MS45_4G
7837,KIREI A5Q PLUS
7838,XT914
7839,GT-I9158
7840,LT29i
7841,QMobile T250
7842,Z992
7843,MyPhone my71 DTV
7844,T1L
7845,LGM-X600S
7846,HTC Desire 826
7847,S35H
7848,HUAWEI Y221-U33
7849,GT-S5310I
7850,Archos 45d Platinum
7851,TZ969
7852,Flare_P3_lite
7853,Note 10
7854,GT-N7105T
7855,Tecno AL86
7856,HUAWEI RIO-AL00
7857,Symphony H100
7858,Hot 5X
7859,F200 Pro
7860,SHW-M585D
7861,IM-A890K
7862,SM-J5 Pro
7863,E1
7864,B1-870
7865,Ixion M340
7866,T1001XS
7867,i441
7868,FS505
7869,XP3
7870,FL03
7871,Madrid
7872,ZTE BLADE A0620
7873,Micromax E457
7874,PMT3161_3G
7875,B8800
7876,Ixion M750
7877,Plane 7012M 3G PS7082MG
7878,vivo 1811
7879,Oppo
7880,myA12
7881,Turk Telekom TT175
7882,ODYSSEY_ACE
7883,M706-4
7884,meizu M8
7885,i50F
7886,Horizon H70-W
7887,Q3
7888,Tablet_DL_3724
7889,SM-G975U
7890,4013K
7891,SM-G973U
7892,C1001
7893,X23mini
7894,GFIVE President Smart 2_s
7895,itel W5003
7896,HTC_M9u
7897,PMT7287_3G
7898,HTC_D828g
7899,SM-N920S
7900,PLATINUM 5.0Plus
7901,MS40G
7902,XT1072
7903,L2
7904,GT-P6200
7905,TECNO_N9
7906,K4
7907,Tablet_DL_2820
7908,i15
7909,PBDV704DVD
7910,Opa!
7911,Royal 4
7912,Azumi A35S
7913,Hol-U10
7914,EASY55
7915,MT788
7916,Primo-GH2
7917,SC-01F
7918,SM-J600L
7919,SM-C115M
7920,C253
7921,NS5004
7922,CROSS A88
7923,Breeze
7924,P330X
7925,ALCATEL ONE TOUCH 7040E
7926,ZTE BLADE V0800
7927,V3+
7928,IPHONE8
7929,GT-S5283B
7930,S480
7931,IK-800W
7932,SM-G386W
7933,N5116
7934,Easy F
7935,XT1670
7936,Go SP 2
7937,Retro
7938,X_TIGI_V16
7939,E6883
7940,Z7
7941,7BY
7942,BQ-5059
7943,UP_Xtreme
7944,N8502
7945,F-07E
7946,Caviar S2
7947,ECHO_HORIZON_LITE
7948,SK402
7949,NUU_M3
7950,M23s
7951,LG-H871
7952,MT3A
7953,Z730
7954,W50
7955,Forward F1 plus
7956,vivo X5Pro
7957,Philips S369
7958,W67
7959,V9 LTE
7960,TNY-AL00
7961,STUDIO 5.0K
7962,YU5040
7963,ZTE BLADE V7 LITE
7964,K018
7965,PYRE_EVO
7966,K8
7967,ZP951_HERO1
7968,SM-G860P
7969,GT-S7562i
7970,Tecno T818
7971,Max10
7972,A12B
7973,LG-F470K
7974,Lenovo B6000-HV
7975,Alfa A114 Quad
7976,CROSS A11
7977,M5 EDGE
7978,Flare J6
7979,SHW-M570S
7980,LGM-X320S
7981,500D
7982,Spice Mi-449 3G
7983,7053D
7984,Philips S386
7985,Ilium S106
7986,AirTab P83
7987,Orange Rise 40
7988,SM-T320
7989,TECNO M5
7990,Le X626
7991,Digicom Tribe
7992,Aston_A2
7993,X-TIGI_V15
7994,HT7 Pro
7995,SHV-E110S
7996,SM-A6+
7997,SM-G906L
7998,SM-T387T
7999,IRBIS TZ56
8000,Amazing X2
8001,S970
8002,Primo_S4
8003,Y300
8004,elink8735b_6tb_m
8005,Griffe T7
8006,verykoolS5030
8007,Cosmos V4
8008,Z719DL
8009,i10 plus
8010,BQS_5505
8011,Lenovo A516
8012,SM-M205F
8013,iQR300
8014,VerykoolS5017Q
8015,Lemon Blaze 507
8016,PMT3101_4G
8017,BGO-L03
8018,ZeusPhone ZP-421
8019,PCD509
8020,ZATEC_GRAVITY
8021,IQ4415 Quad
8022,A6 Turbo
8023,MyPhone my75 DTV
8024,SM-G975F
8025,moto g(7) power
8026,S170i
8027,Impress_Aero
8028,IQ445
8029,Lenovo TB3-850F
8030,GT-I9195T
8031,Orange Zali
8032,401SH
8033,X23
8034,E0108
8035,SUPRA M726G
8036,4055U
8037,AMBER_KIDS
8038,Flare_J6_mini
8039,SM-T365
8040,InFocus M810
8041,507SH
8042,Vmobile XS Pro
8043,GHONGV12
8044,itel W5504
8045,PAD1042
8046,PMP5101D3G_QUAD
8047,GT-S7580L
8048,Z851
8049,Lucky
8050,A925
8051,LGM-G600L
8052,AERO J0202   J0202HC5AMC1XX
8053,MyPhone_myT1_DTV
8054,SM-C101
8055,GT-S5310L
8056,I4
8057,HM2014819
8058,U20
8059,X60
8060,ONEPLUS A6010
8061,MEGA2
8062,XperiaÂ XA2 Ultra
8063,B245
8064,Desire_R6_Lite
8065,A10_Lite_2019
8066,Ule6
8067,Kata-M4
8068,EVERCOSS_A74D
8069,N-06E
8070,705-G
8071,vivo 1805
8072,5059D
8073,itel P31
8074,Lenovo S856
8075,Flare_HD_4
8076,TZ857
8077,SM-J3308
8078,CRUISE1
8079,General Mobile 4G Dual
8080,TECNO-N9
8081,N986
8082,Primo GM2 Plus
8083,M-SP7MXA
8084,PSP3517DUO
8085,BL150
8086,Lava_T70
8087,Viewphone Q5
8088,TAB 678 3G
8089,TZ726
8090,H4311
8091,AQT100
8092,LGM-V300S
8093,PMT3418_4GE
8094,MY31
8095,Lenovo S858t
8096,Ixion ES260
8097,SM-P901
8098,A70
8099,Panasonic T35
8100,Lenovo A5500-HV
8101,PQRA317
8102,AURII_INSPIRE
8103,CICLO 01
8104,ODYSSEY AEON
8105,H5
8106,VSUN RACE
8107,ASUS_T00J-D
8108,C256
8109,SENSEIT E400
8110,5701
8111,Studio G Mini
8112,GT-I9507V
8113,D455
8114,5080Q
8115,AT7S
8116,MS50G
8117,X1031X
8118,QMobile W40
8119,503HW
8120,XT1050
8121,IdeaTabA1000-F
8122,HRY-LX1T
8123,Mafe_M820
8124,G11
8125,4024E
8126,Griffe T6
8127,Plane 7.7 3G PS7007EG
8128,U55 Core
8129,PSR05
8130,my29S
8131,PGN-404
8132,WE F10
8133,Amaze_S430_Plus
8134,WOLDER_34
8135,TOP3
8136,Infinity_e2
8137,A1802
8138,itel-it1410
8139,T01
8140,Primo GM3 plus
8141,HTC Desire 510
8142,Micromax A110
8143,Optima Prime 5 3G TS7198PG
8144,Flare_J2_Max
8145,E100
8146,itel W5001P
8147,M10
8148,5099I
8149,Micromax A092
8150,TECNO KB7
8151,Lenovo S880
8152,QL580K
8153,GHIA_AXIS7P
8154,HUAWEI G750-T01
8155,DIG-L21HN
8156,KSA-LX9
8157,FERO PACE
8158,ZVI
8159,LG-LS993
8160,vivo Y15T
8161,TERRA PAD 1004
8162,Primo_E7_Plus
8163,K8000
8164,L52X
8165,X5 4G
8166,REGAL R2
8167,SP517
8168,S9_Pro
8169,Xtreme_3
8170,C1605
8171,Star_Mini
8172,M21i
8173,GT-I9210
8174,OZZY
8175,LM-Q610.FGN
8176,ALCATEL ONE TOUCH 7042E
8177,T400
8178,A3 LTE
8179,HUAWEI Y330-C00
8180,Top_S7
8181,SAMSUNG-SM-J321AZ
8182,R17
8183,S6 Pro
8184,Aqua Curve mini
8185,FS455
8186,Xlife-431Q
8187,HERO2
8188,LG-H740
8189,cube 5.0
8190,Optim4G
8191,Z45 Dazzle
8192,Z41Lite+
8193,Ixion MS450
8194,Mi-347
8195,i6
8196,myphone-2019
8197,Plane 1715T 4G PT1139PL
8198,HUAWEI MT7-TL10
8199,PHANTOM PZ 20
8200,CPH1877
8201,Mi Note 3
8202,C7Plus
8203,LG-VS450PP
8204,TZ725
8205,Redmi Y3
8206,MTC 970H
8207,KYY22
8208,SM-A305F
8209,SM-G970F
8210,Hammer AXE Pro
8211,MM-MID8813
8212,NEOQC3G
8213,EVERCOSS A7A*
8214,VS870 4G
8215,AF51
8216,HTC_0P6B6
8217,SM-G110M
8218,M1092R
8219,Y511-U00
8220,Andi 4.5 O'Buddy
8221,GOTUNE_5S
8222,Prime P300
8223,CM488
8224,SM-M305F
8225,5086D
8226,Hyper X Dragon
8227,LGL25
8228,Cosmos_V19_Plus
8229,H526G
8230,Heatwave
8231,W-V600
8232,LG-P870
8233,LUNA V57
8234,Zera F
8235,Dash L4
8236,V2 Pro
8237,MX
8238,GT-I9220
8239,XT916
8240,Lenovo A7600-H
8241,Smart
8242,ADVAN S5M
8243,HUAWEI Y221-U22
8244,Archos 101c Platinum
8245,SM-S767VL
8246,Aqua Raze
8247,SM-G355HN
8248,Primo H7s
8249,N5110
8250,SHV-E270K
